时间/s,基波幅值(有效值)/V,基波相角/rad, ,谐波频率/Hz,谐波幅值(有效值)/V
0.7481,70.9921,1.205,,,
0.7482,70.9931,1.2055,,,
0.7483,70.9942,1.206,,,
0.7484,70.9952,1.2065,,,
0.7485,70.9962,1.207,,,
0.7486,70.9972,1.2075,,,
0.7487,70.9982,1.208,,,
0.7488,70.9992,1.2085,,,
0.7489,71.0002,1.209,,,
0.749,71.0011,1.2095,,,
0.7491,71.0021,1.21,,,
0.7492,71.0031,1.2105,,,
0.7493,71.004,1.211,,,
0.7494,71.005,1.2115,,,
0.7495,71.006,1.2121,,,
0.7496,71.0069,1.2126,,,
0.7497,71.0079,1.2131,,,
0.7498,71.0088,1.2136,,,
0.7499,71.0097,1.2141,,,
0.75,71.0107,1.2147,,,
0.7501,71.0116,1.2152,,,
0.7502,71.0125,1.2157,,,
0.7503,71.0134,1.2163,,,
0.7504,71.0144,1.2168,,,
0.7505,71.0153,1.2174,,,
0.7506,71.0162,1.2179,,,
0.7507,71.0171,1.2185,,,
0.7508,71.018,1.2191,,,
0.7509,71.0189,1.2196,,,
0.751,71.0198,1.2202,,,
0.7511,71.0207,1.2208,,,
0.7512,71.0216,1.2214,,,
0.7513,71.0224,1.2219,,,
0.7514,71.0233,1.2225,,,
0.7515,71.0242,1.2231,,,
0.7516,71.025,1.2237,,,
0.7517,71.0259,1.2243,,,
0.7518,71.0267,1.225,,,
0.7519,71.0276,1.2256,,,
0.752,71.0284,1.2262,,,
0.7521,71.0292,1.2268,,,
0.7522,71.0301,1.2274,,,
0.7523,71.0309,1.2281,,,
0.7524,71.0317,1.2287,,,
0.7525,71.0324,1.2293,,,
0.7526,71.0332,1.23,,,
0.7527,71.034,1.2306,,,
0.7528,71.0347,1.2313,,,
0.7529,71.0354,1.2319,,,
0.753,71.0362,1.2326,,,
0.7531,71.0369,1.2333,,,
0.7532,71.0375,1.2339,,,
0.7533,71.0382,1.2346,,,
0.7534,71.0389,1.2353,,,
0.7535,71.0395,1.2359,,,
0.7536,71.0401,1.2366,,,
0.7537,71.0407,1.2373,,,
0.7538,71.0413,1.238,,,
0.7539,71.0419,1.2387,,,
0.754,71.0424,1.2393,,,
0.7541,71.0429,1.24,,,
0.7542,71.0434,1.2407,,,
0.7543,71.0439,1.2414,,,
0.7544,71.0443,1.2421,,,
0.7545,71.0448,1.2428,,,
0.7546,71.0452,1.2435,,,
0.7547,71.0456,1.2441,,,
0.7548,71.0459,1.2448,,,
0.7549,71.0463,1.2455,,,
0.755,71.0466,1.2462,,,
0.7551,71.0468,1.2469,,,
0.7552,71.0471,1.2476,,,
0.7553,71.0473,1.2483,,,
0.7554,71.0475,1.2489,,,
0.7555,71.0477,1.2496,,,
0.7556,71.0479,1.2503,,,
0.7557,71.048,1.251,,,
0.7558,71.0481,1.2517,,,
0.7559,71.0482,1.2524,,,
0.756,71.0482,1.253,,,
0.7561,71.0483,1.2537,,,
0.7562,71.0483,1.2544,,,
0.7563,71.0482,1.2551,,,
0.7564,71.0482,1.2557,,,
0.7565,71.0481,1.2564,,,
0.7566,71.048,1.2571,,,
0.7567,71.0478,1.2577,,,
0.7568,71.0477,1.2584,,,
0.7569,71.0475,1.2591,,,
0.757,71.0473,1.2597,,,
0.7571,71.047,1.2604,,,
0.7572,71.0468,1.2611,,,
0.7573,71.0465,1.2617,,,
0.7574,71.0462,1.2624,,,
0.7575,71.0458,1.263,,,
0.7576,71.0455,1.2637,,,
0.7577,71.0451,1.2644,,,
0.7578,71.0447,1.265,,,
0.7579,71.0443,1.2657,,,
0.758,71.0438,1.2663,,,
0.7581,71.0433,1.267,,,
0.7582,71.0429,1.2676,,,
0.7583,71.0423,1.2683,,,
0.7584,71.0418,1.269,,,
0.7585,71.0413,1.2696,,,
0.7586,71.0407,1.2703,,,
0.7587,71.0401,1.2709,,,
0.7588,71.0395,1.2716,,,
0.7589,71.0389,1.2722,,,
0.759,71.0382,1.2729,,,
0.7591,71.0375,1.2736,,,
0.7592,71.0369,1.2742,,,
0.7593,71.0362,1.2749,,,
0.7594,71.0354,1.2756,,,
0.7595,71.0347,1.2762,,,
0.7596,71.034,1.2769,,,
0.7597,71.0332,1.2776,,,
0.7598,71.0324,1.2783,,,
0.7599,71.0316,1.2789,,,
0.76,71.0308,1.2796,,,
0.7601,71.03,1.2803,,,
0.7602,71.0291,1.281,,,
0.7603,71.0283,1.2817,,,
0.7604,71.0274,1.2824,,,
0.7605,71.0265,1.2831,,,
0.7606,71.0256,1.2838,,,
0.7607,71.0247,1.2845,,,
0.7608,71.0238,1.2852,,,
0.7609,71.0228,1.2859,,,
0.761,71.0218,1.2866,,,
0.7611,71.0209,1.2873,,,
0.7612,71.0199,1.288,,,
0.7613,71.0188,1.2887,,,
0.7614,71.0178,1.2895,,,
0.7615,71.0168,1.2902,,,
0.7616,71.0157,1.2909,,,
0.7617,71.0146,1.2916,,,
0.7618,71.0135,1.2924,,,
0.7619,71.0124,1.2931,,,
0.762,71.0112,1.2938,,,
0.7621,71.0101,1.2946,,,
0.7622,71.0089,1.2953,,,
0.7623,71.0077,1.2961,,,
0.7624,71.0065,1.2968,,,
0.7625,71.0053,1.2976,,,
0.7626,71.004,1.2983,,,
0.7627,71.0027,1.2991,,,
0.7628,71.0014,1.2998,,,
0.7629,71.0001,1.3006,,,
0.763,70.9988,1.3013,,,
0.7631,70.9974,1.3021,,,
0.7632,70.996,1.3028,,,
0.7633,70.9946,1.3036,,,
0.7634,70.9932,1.3044,,,
0.7635,70.9917,1.3051,,,
0.7636,70.9902,1.3059,,,
0.7637,70.9887,1.3066,,,
0.7638,70.9872,1.3074,,,
0.7639,70.9856,1.3081,,,
0.764,70.9841,1.3089,,,
0.7641,70.9825,1.3096,,,
0.7642,70.9808,1.3104,,,
0.7643,70.9792,1.3111,,,
0.7644,70.9775,1.3119,,,
0.7645,70.9758,1.3126,,,
0.7646,70.9741,1.3134,,,
0.7647,70.9723,1.3141,,,
0.7648,70.9706,1.3149,,,
0.7649,70.9688,1.3156,,,
0.765,70.967,1.3163,,,
0.7651,70.9651,1.317,,,
0.7652,70.9633,1.3178,,,
0.7653,70.9614,1.3185,,,
0.7654,70.9595,1.3192,,,
0.7655,70.9575,1.3199,,,
0.7656,70.9556,1.3206,,,
0.7657,70.9536,1.3213,,,
0.7658,70.9516,1.322,,,
0.7659,70.9496,1.3227,,,
0.766,70.9476,1.3234,,,
0.7661,70.9455,1.3241,,,
0.7662,70.9434,1.3248,,,
0.7663,70.9413,1.3255,,,
0.7664,70.9392,1.3261,,,
0.7665,70.9371,1.3268,,,
0.7666,70.9349,1.3275,,,
0.7667,70.9327,1.3282,,,
0.7668,70.9306,1.3288,,,
0.7669,70.9284,1.3295,,,
0.767,70.9261,1.3301,,,
0.7671,70.9239,1.3308,,,
0.7672,70.9217,1.3314,,,
0.7673,70.9194,1.3321,,,
0.7674,70.9172,1.3327,,,
0.7675,70.9149,1.3333,,,
0.7676,70.9126,1.334,,,
0.7677,70.9103,1.3346,,,
0.7678,70.908,1.3352,,,
0.7679,70.9057,1.3359,,,
0.768,70.9033,1.3365,,,
0.7681,70.901,1.3371,,,
0.7682,70.8987,1.3377,,,
0.7683,70.8963,1.3384,,,
0.7684,70.894,1.339,,,
0.7685,70.8916,1.3396,,,
0.7686,70.8893,1.3402,,,
0.7687,70.8869,1.3408,,,
0.7688,70.8846,1.3414,,,
0.7689,70.8822,1.3421,,,
0.769,70.8799,1.3427,,,
0.7691,70.8775,1.3433,,,
0.7692,70.8752,1.3439,,,
0.7693,70.8728,1.3445,,,
0.7694,70.8705,1.3451,,,
0.7695,70.8681,1.3457,,,
0.7696,70.8658,1.3464,,,
0.7697,70.8635,1.347,,,
0.7698,70.8611,1.3476,,,
0.7699,70.8588,1.3482,,,
0.77,70.8565,1.3488,,,
0.7701,70.8542,1.3495,,,
0.7702,70.8519,1.3501,,,
0.7703,70.8496,1.3507,,,
0.7704,70.8473,1.3514,,,
0.7705,70.845,1.352,,,
0.7706,70.8427,1.3526,,,
0.7707,70.8405,1.3533,,,
0.7708,70.8382,1.3539,,,
0.7709,70.836,1.3545,,,
0.771,70.8337,1.3552,,,
0.7711,70.8315,1.3558,,,
0.7712,70.8293,1.3565,,,
0.7713,70.8271,1.3571,,,
0.7714,70.8249,1.3578,,,
0.7715,70.8227,1.3584,,,
0.7716,70.8205,1.3591,,,
0.7717,70.8184,1.3597,,,
0.7718,70.8162,1.3604,,,
0.7719,70.8141,1.3611,,,
0.772,70.8119,1.3617,,,
0.7721,70.8098,1.3624,,,
0.7722,70.8077,1.3631,,,
0.7723,70.8056,1.3637,,,
0.7724,70.8035,1.3644,,,
0.7725,70.8014,1.3651,,,
0.7726,70.7993,1.3657,,,
0.7727,70.7973,1.3664,,,
0.7728,70.7952,1.3671,,,
0.7729,70.7932,1.3678,,,
0.773,70.7911,1.3684,,,
0.7731,70.7891,1.3691,,,
0.7732,70.7871,1.3698,,,
0.7733,70.785,1.3705,,,
0.7734,70.783,1.3711,,,
0.7735,70.781,1.3718,,,
0.7736,70.7791,1.3725,,,
0.7737,70.7771,1.3732,,,
0.7738,70.7751,1.3738,,,
0.7739,70.7732,1.3745,,,
0.774,70.7712,1.3752,,,
0.7741,70.7693,1.3758,,,
0.7742,70.7673,1.3765,,,
0.7743,70.7654,1.3771,,,
0.7744,70.7635,1.3778,,,
0.7745,70.7616,1.3785,,,
0.7746,70.7597,1.3791,,,
0.7747,70.7578,1.3798,,,
0.7748,70.7559,1.3804,,,
0.7749,70.754,1.3811,,,
0.775,70.7522,1.3817,,,
0.7751,70.7503,1.3823,,,
0.7752,70.7485,1.383,,,
0.7753,70.7467,1.3836,,,
0.7754,70.7449,1.3842,,,
0.7755,70.7431,1.3849,,,
0.7756,70.7413,1.3855,,,
0.7757,70.7395,1.3861,,,
0.7758,70.7377,1.3867,,,
0.7759,70.736,1.3873,,,
0.776,70.7342,1.388,,,
0.7761,70.7325,1.3886,,,
0.7762,70.7308,1.3892,,,
0.7763,70.7291,1.3898,,,
0.7764,70.7274,1.3904,,,
0.7765,70.7257,1.391,,,
0.7766,70.7241,1.3916,,,
0.7767,70.7224,1.3922,,,
0.7768,70.7208,1.3927,,,
0.7769,70.7192,1.3933,,,
0.777,70.7176,1.3939,,,
0.7771,70.716,1.3945,,,
0.7772,70.7145,1.3951,,,
0.7773,70.7129,1.3956,,,
0.7774,70.7114,1.3962,,,
0.7775,70.7099,1.3968,,,
0.7776,70.7084,1.3974,,,
0.7777,70.707,1.3979,,,
0.7778,70.7056,1.3985,,,
0.7779,70.7041,1.3991,,,
0.778,70.7028,1.3996,,,
0.7781,70.7014,1.4002,,,
0.7782,70.7,1.4008,,,
0.7783,70.6987,1.4014,,,
0.7784,70.6974,1.4019,,,
0.7785,70.6961,1.4025,,,
0.7786,70.6949,1.4031,,,
0.7787,70.6937,1.4036,,,
0.7788,70.6925,1.4042,,,
0.7789,70.6913,1.4048,,,
0.779,70.6901,1.4054,,,
0.7791,70.689,1.4059,,,
0.7792,70.6879,1.4065,,,
0.7793,70.6868,1.4071,,,
0.7794,70.6858,1.4077,,,
0.7795,70.6848,1.4083,,,
0.7796,70.6838,1.4088,,,
0.7797,70.6828,1.4094,,,
0.7798,70.6819,1.41,,,
0.7799,70.6809,1.4106,,,
0.78,70.68,1.4112,,,
0.7801,70.6792,1.4118,,,
0.7802,70.6783,1.4124,,,
0.7803,70.6775,1.413,,,
0.7804,70.6767,1.4136,,,
0.7805,70.6759,1.4143,,,
0.7806,70.6752,1.4149,,,
0.7807,70.6744,1.4155,,,
0.7808,70.6737,1.4161,,,
0.7809,70.6731,1.4168,,,
0.781,70.6724,1.4174,,,
0.7811,70.6717,1.418,,,
0.7812,70.6711,1.4187,,,
0.7813,70.6705,1.4193,,,
0.7814,70.6699,1.42,,,
0.7815,70.6694,1.4206,,,
0.7816,70.6688,1.4213,,,
0.7817,70.6683,1.4219,,,
0.7818,70.6678,1.4226,,,
0.7819,70.6673,1.4232,,,
0.782,70.6668,1.4239,,,
0.7821,70.6663,1.4246,,,
0.7822,70.6659,1.4252,,,
0.7823,70.6654,1.4259,,,
0.7824,70.665,1.4266,,,
0.7825,70.6646,1.4273,,,
0.7826,70.6642,1.4279,,,
0.7827,70.6638,1.4286,,,
0.7828,70.6634,1.4293,,,
0.7829,70.663,1.43,,,
0.783,70.6626,1.4306,,,
0.7831,70.6623,1.4313,,,
0.7832,70.6619,1.432,,,
0.7833,70.6615,1.4327,,,
0.7834,70.6612,1.4334,,,
0.7835,70.6608,1.434,,,
0.7836,70.6605,1.4347,,,
0.7837,70.6602,1.4354,,,
0.7838,70.6598,1.4361,,,
0.7839,70.6595,1.4367,,,
0.784,70.6591,1.4374,,,
0.7841,70.6588,1.4381,,,
0.7842,70.6584,1.4387,,,
0.7843,70.6581,1.4394,,,
0.7844,70.6578,1.4401,,,
0.7845,70.6574,1.4407,,,
0.7846,70.6571,1.4414,,,
0.7847,70.6567,1.442,,,
0.7848,70.6564,1.4427,,,
0.7849,70.656,1.4433,,,
0.785,70.6556,1.444,,,
0.7851,70.6553,1.4446,,,
0.7852,70.6549,1.4453,,,
0.7853,70.6545,1.4459,,,
0.7854,70.6541,1.4465,,,
0.7855,70.6537,1.4472,,,
0.7856,70.6533,1.4478,,,
0.7857,70.6529,1.4484,,,
0.7858,70.6525,1.4491,,,
0.7859,70.6521,1.4497,,,
0.786,70.6517,1.4503,,,
0.7861,70.6513,1.4509,,,
0.7862,70.6508,1.4515,,,
0.7863,70.6504,1.4521,,,
0.7864,70.6499,1.4527,,,
0.7865,70.6495,1.4533,,,
0.7866,70.649,1.4539,,,
0.7867,70.6486,1.4545,,,
0.7868,70.6481,1.4551,,,
0.7869,70.6476,1.4557,,,
0.787,70.6471,1.4562,,,
0.7871,70.6466,1.4568,,,
0.7872,70.6461,1.4574,,,
0.7873,70.6456,1.458,,,
0.7874,70.6451,1.4585,,,
0.7875,70.6446,1.4591,,,
0.7876,70.644,1.4597,,,
0.7877,70.6435,1.4603,,,
0.7878,70.643,1.4608,,,
0.7879,70.6424,1.4614,,,
0.788,70.6419,1.4619,,,
0.7881,70.6413,1.4625,,,
0.7882,70.6408,1.4631,,,
0.7883,70.6402,1.4636,,,
0.7884,70.6396,1.4642,,,
0.7885,70.639,1.4648,,,
0.7886,70.6385,1.4653,,,
0.7887,70.6379,1.4659,,,
0.7888,70.6373,1.4664,,,
0.7889,70.6367,1.467,,,
0.789,70.6361,1.4676,,,
0.7891,70.6355,1.4681,,,
0.7892,70.6349,1.4687,,,
0.7893,70.6342,1.4693,,,
0.7894,70.6336,1.4698,,,
0.7895,70.633,1.4704,,,
0.7896,70.6323,1.471,,,
0.7897,70.6317,1.4715,,,
0.7898,70.631,1.4721,,,
0.7899,70.6304,1.4727,,,
0.79,70.6297,1.4733,,,
0.7901,70.629,1.4739,,,
0.7902,70.6284,1.4744,,,
0.7903,70.6277,1.475,,,
0.7904,70.627,1.4756,,,
0.7905,70.6263,1.4762,,,
0.7906,70.6256,1.4768,,,
0.7907,70.6248,1.4774,,,
0.7908,70.6241,1.478,,,
0.7909,70.6234,1.4786,,,
0.791,70.6226,1.4792,,,
0.7911,70.6219,1.4798,,,
0.7912,70.6211,1.4804,,,
0.7913,70.6203,1.481,,,
0.7914,70.6195,1.4816,,,
0.7915,70.6187,1.4822,,,
0.7916,70.6179,1.4828,,,
0.7917,70.6171,1.4835,,,
0.7918,70.6163,1.4841,,,
0.7919,70.6154,1.4847,,,
0.792,70.6145,1.4853,,,
0.7921,70.6137,1.4859,,,
0.7922,70.6128,1.4866,,,
0.7923,70.6119,1.4872,,,
0.7924,70.6109,1.4878,,,
0.7925,70.61,1.4884,,,
0.7926,70.609,1.489,,,
0.7927,70.608,1.4896,,,
0.7928,70.6071,1.4903,,,
0.7929,70.606,1.4909,,,
0.793,70.605,1.4915,,,
0.7931,70.604,1.4921,,,
0.7932,70.6029,1.4927,,,
0.7933,70.6018,1.4933,,,
0.7934,70.6007,1.494,,,
0.7935,70.5996,1.4946,,,
0.7936,70.5985,1.4952,,,
0.7937,70.5973,1.4958,,,
0.7938,70.5961,1.4964,,,
0.7939,70.5949,1.497,,,
0.794,70.5937,1.4976,,,
0.7941,70.5925,1.4982,,,
0.7942,70.5912,1.4988,,,
0.7943,70.5899,1.4994,,,
0.7944,70.5886,1.4999,,,
0.7945,70.5873,1.5005,,,
0.7946,70.586,1.5011,,,
0.7947,70.5846,1.5017,,,
0.7948,70.5832,1.5023,,,
0.7949,70.5818,1.5028,,,
0.795,70.5804,1.5034,,,
0.7951,70.579,1.504,,,
0.7952,70.5775,1.5045,,,
0.7953,70.576,1.5051,,,
0.7954,70.5746,1.5056,,,
0.7955,70.5731,1.5062,,,
0.7956,70.5715,1.5067,,,
0.7957,70.57,1.5073,,,
0.7958,70.5685,1.5078,,,
0.7959,70.5669,1.5083,,,
0.796,70.5653,1.5089,,,
0.7961,70.5637,1.5094,,,
0.7962,70.5621,1.5099,,,
0.7963,70.5605,1.5104,,,
0.7964,70.5589,1.511,,,
0.7965,70.5572,1.5115,,,
0.7966,70.5556,1.512,,,
0.7967,70.5539,1.5125,,,
0.7968,70.5523,1.513,,,
0.7969,70.5506,1.5135,,,
0.797,70.5489,1.514,,,
0.7971,70.5472,1.5145,,,
0.7972,70.5455,1.515,,,
0.7973,70.5438,1.5155,,,
0.7974,70.5421,1.516,,,
0.7975,70.5404,1.5165,,,
0.7976,70.5387,1.517,,,
0.7977,70.537,1.5175,,,
0.7978,70.5353,1.518,,,
0.7979,70.5336,1.5185,,,
0.798,70.5319,1.519,,,
0.7981,70.5302,1.5195,,,
0.7982,70.5284,1.52,,,
0.7983,70.5267,1.5205,,,
0.7984,70.525,1.521,,,
0.7985,70.5234,1.5214,,,
0.7986,70.5217,1.5219,,,
0.7987,70.52,1.5224,,,
0.7988,70.5183,1.5229,,,
0.7989,70.5166,1.5234,,,
0.799,70.515,1.524,,,
0.7991,70.5133,1.5245,,,
0.7992,70.5117,1.525,,,
0.7993,70.51,1.5255,,,
0.7994,70.5084,1.526,,,
0.7995,70.5068,1.5265,,,
0.7996,70.5052,1.527,,,
0.7997,70.5036,1.5276,,,
0.7998,70.502,1.5281,,,
0.7999,70.5004,1.5286,,,
0.8,70.4988,1.5291,,,
0.8001,70.4973,1.5297,,,
0.8002,70.4957,1.5302,,,
0.8003,70.4942,1.5308,,,
0.8004,70.4927,1.5313,,,
0.8005,70.4912,1.5319,,,
0.8006,70.4897,1.5324,,,
0.8007,70.4882,1.533,,,
0.8008,70.4868,1.5335,,,
0.8009,70.4853,1.5341,,,
0.801,70.4839,1.5347,,,
0.8011,70.4824,1.5352,,,
0.8012,70.481,1.5358,,,
0.8013,70.4796,1.5364,,,
0.8014,70.4782,1.537,,,
0.8015,70.4769,1.5375,,,
0.8016,70.4755,1.5381,,,
0.8017,70.4741,1.5387,,,
0.8018,70.4728,1.5393,,,
0.8019,70.4715,1.5399,,,
0.802,70.4701,1.5405,,,
0.8021,70.4688,1.5411,,,
0.8022,70.4675,1.5417,,,
0.8023,70.4662,1.5423,,,
0.8024,70.465,1.5429,,,
0.8025,70.4637,1.5435,,,
0.8026,70.4624,1.5441,,,
0.8027,70.4612,1.5447,,,
0.8028,70.4599,1.5453,,,
0.8029,70.4587,1.5459,,,
0.803,70.4575,1.5465,,,
0.8031,70.4563,1.5472,,,
0.8032,70.4551,1.5478,,,
0.8033,70.4539,1.5484,,,
0.8034,70.4527,1.549,,,
0.8035,70.4515,1.5496,,,
0.8036,70.4503,1.5502,,,
0.8037,70.4492,1.5508,,,
0.8038,70.448,1.5514,,,
0.8039,70.4469,1.5521,,,
0.804,70.4458,1.5527,,,
0.8041,70.4446,1.5533,,,
0.8042,70.4435,1.5539,,,
0.8043,70.4424,1.5545,,,
0.8044,70.4413,1.5551,,,
0.8045,70.4402,1.5557,,,
0.8046,70.4391,1.5563,,,
0.8047,70.4381,1.5569,,,
0.8048,70.437,1.5575,,,
0.8049,70.436,1.5581,,,
0.805,70.4349,1.5587,,,
0.8051,70.4339,1.5593,,,
0.8052,70.4329,1.5599,,,
0.8053,70.4319,1.5605,,,
0.8054,70.4309,1.5611,,,
0.8055,70.4299,1.5617,,,
0.8056,70.429,1.5622,,,
0.8057,70.428,1.5628,,,
0.8058,70.4271,1.5634,,,
0.8059,70.4262,1.564,,,
0.806,70.4253,1.5646,,,
0.8061,70.4244,1.5651,,,
0.8062,70.4235,1.5657,,,
0.8063,70.4227,1.5663,,,
0.8064,70.4219,1.5669,,,
0.8065,70.4211,1.5674,,,
0.8066,70.4203,1.568,,,
0.8067,70.4195,1.5686,,,
0.8068,70.4187,1.5692,,,
0.8069,70.418,1.5697,,,
0.807,70.4173,1.5703,,,
0.8071,70.4166,1.5709,,,
0.8072,70.416,1.5714,,,
0.8073,70.4153,1.572,,,
0.8074,70.4147,1.5726,,,
0.8075,70.4141,1.5731,,,
0.8076,70.4135,1.5737,,,
0.8077,70.413,1.5743,,,
0.8078,70.4125,1.5748,,,
0.8079,70.412,1.5754,,,
0.808,70.4116,1.576,,,
0.8081,70.4111,1.5766,,,
0.8082,70.4107,1.5772,,,
0.8083,70.4104,1.5777,,,
0.8084,70.41,1.5783,,,
0.8085,70.4097,1.5789,,,
0.8086,70.4094,1.5795,,,
0.8087,70.4092,1.5801,,,
0.8088,70.4089,1.5807,,,
0.8089,70.4087,1.5813,,,
0.809,70.4086,1.5819,,,
0.8091,70.4085,1.5825,,,
0.8092,70.4084,1.5831,,,
0.8093,70.4083,1.5837,,,
0.8094,70.4083,1.5843,,,
0.8095,70.4083,1.5849,,,
0.8096,70.4083,1.5855,,,
0.8097,70.4084,1.5862,,,
0.8098,70.4085,1.5868,,,
0.8099,70.4086,1.5874,,,
0.81,70.4088,1.5881,,,
0.8101,70.4089,1.5887,,,
0.8102,70.4092,1.5894,,,
0.8103,70.4094,1.59,,,
0.8104,70.4097,1.5907,,,
0.8105,70.41,1.5913,,,
0.8106,70.4104,1.592,,,
0.8107,70.4108,1.5926,,,
0.8108,70.4112,1.5933,,,
0.8109,70.4116,1.594,,,
0.811,70.4121,1.5947,,,
0.8111,70.4126,1.5953,,,
0.8112,70.4131,1.596,,,
0.8113,70.4136,1.5967,,,
0.8114,70.4142,1.5974,,,
0.8115,70.4148,1.5981,,,
0.8116,70.4154,1.5988,,,
0.8117,70.4161,1.5995,,,
0.8118,70.4168,1.6002,,,
0.8119,70.4175,1.6009,,,
0.812,70.4182,1.6016,,,
0.8121,70.419,1.6023,,,
0.8122,70.4198,1.603,,,
0.8123,70.4206,1.6037,,,
0.8124,70.4214,1.6044,,,
0.8125,70.4222,1.6051,,,
0.8126,70.4231,1.6058,,,
0.8127,70.424,1.6065,,,
0.8128,70.4249,1.6073,,,
0.8129,70.4258,1.608,,,
0.813,70.4268,1.6087,,,
0.8131,70.4278,1.6094,,,
0.8132,70.4288,1.6101,,,
0.8133,70.4298,1.6108,,,
0.8134,70.4308,1.6115,,,
0.8135,70.4318,1.6122,,,
0.8136,70.4329,1.6129,,,
0.8137,70.434,1.6136,,,
0.8138,70.4351,1.6143,,,
0.8139,70.4362,1.615,,,
0.814,70.4373,1.6157,,,
0.8141,70.4385,1.6164,,,
0.8142,70.4396,1.6171,,,
0.8143,70.4408,1.6178,,,
0.8144,70.442,1.6185,,,
0.8145,70.4432,1.6192,,,
0.8146,70.4445,1.6199,,,
0.8147,70.4457,1.6206,,,
0.8148,70.447,1.6212,,,
0.8149,70.4482,1.6219,,,
0.815,70.4495,1.6226,,,
0.8151,70.4508,1.6233,,,
0.8152,70.4522,1.6239,,,
0.8153,70.4535,1.6246,,,
0.8154,70.4549,1.6253,,,
0.8155,70.4562,1.6259,,,
0.8156,70.4576,1.6266,,,
0.8157,70.459,1.6272,,,
0.8158,70.4605,1.6279,,,
0.8159,70.4619,1.6285,,,
0.816,70.4634,1.6292,,,
0.8161,70.4648,1.6298,,,
0.8162,70.4663,1.6304,,,
0.8163,70.4679,1.6311,,,
0.8164,70.4694,1.6317,,,
0.8165,70.4709,1.6323,,,
0.8166,70.4725,1.633,,,
0.8167,70.4741,1.6336,,,
0.8168,70.4757,1.6342,,,
0.8169,70.4774,1.6349,,,
0.817,70.479,1.6355,,,
0.8171,70.4807,1.6361,,,
0.8172,70.4824,1.6367,,,
0.8173,70.4841,1.6374,,,
0.8174,70.4858,1.638,,,
0.8175,70.4876,1.6386,,,
0.8176,70.4894,1.6392,,,
0.8177,70.4912,1.6398,,,
0.8178,70.493,1.6405,,,
0.8179,70.4949,1.6411,,,
0.818,70.4968,1.6417,,,
0.8181,70.4987,1.6423,,,
0.8182,70.5006,1.6429,,,
0.8183,70.5026,1.6436,,,
0.8184,70.5045,1.6442,,,
0.8185,70.5065,1.6448,,,
0.8186,70.5085,1.6454,,,
0.8187,70.5106,1.6461,,,
0.8188,70.5127,1.6467,,,
0.8189,70.5148,1.6473,,,
0.819,70.5169,1.6479,,,
0.8191,70.519,1.6486,,,
0.8192,70.5212,1.6492,,,
0.8193,70.5234,1.6499,,,
0.8194,70.5256,1.6505,,,
0.8195,70.5278,1.6511,,,
0.8196,70.5301,1.6518,,,
0.8197,70.5323,1.6524,,,
0.8198,70.5346,1.6531,,,
0.8199,70.537,1.6537,,,
0.82,70.5393,1.6544,,,
0.8201,70.5417,1.655,,,
0.8202,70.544,1.6557,,,
0.8203,70.5464,1.6563,,,
0.8204,70.5488,1.657,,,
0.8205,70.5513,1.6576,,,
0.8206,70.5537,1.6583,,,
0.8207,70.5562,1.659,,,
0.8208,70.5587,1.6596,,,
0.8209,70.5612,1.6603,,,
0.821,70.5637,1.661,,,
0.8211,70.5662,1.6616,,,
0.8212,70.5687,1.6623,,,
0.8213,70.5713,1.663,,,
0.8214,70.5738,1.6636,,,
0.8215,70.5764,1.6643,,,
0.8216,70.579,1.665,,,
0.8217,70.5816,1.6657,,,
0.8218,70.5841,1.6663,,,
0.8219,70.5867,1.667,,,
0.822,70.5893,1.6677,,,
0.8221,70.592,1.6684,,,
0.8222,70.5946,1.669,,,
0.8223,70.5972,1.6697,,,
0.8224,70.5998,1.6704,,,
0.8225,70.6024,1.671,,,
0.8226,70.6051,1.6717,,,
0.8227,70.6077,1.6724,,,
0.8228,70.6103,1.673,,,
0.8229,70.6129,1.6737,,,
0.823,70.6155,1.6744,,,
0.8231,70.6182,1.675,,,
0.8232,70.6208,1.6757,,,
0.8233,70.6234,1.6763,,,
0.8234,70.626,1.677,,,
0.8235,70.6286,1.6776,,,
0.8236,70.6312,1.6783,,,
0.8237,70.6338,1.6789,,,
0.8238,70.6364,1.6796,,,
0.8239,70.6389,1.6802,,,
0.824,70.6415,1.6808,,,
0.8241,70.6441,1.6815,,,
0.8242,70.6466,1.6821,,,
0.8243,70.6492,1.6827,,,
0.8244,70.6517,1.6833,,,
0.8245,70.6542,1.684,,,
0.8246,70.6568,1.6846,,,
0.8247,70.6593,1.6852,,,
0.8248,70.6618,1.6858,,,
0.8249,70.6643,1.6864,,,
0.825,70.6667,1.687,,,
0.8251,70.6692,1.6876,,,
0.8252,70.6717,1.6882,,,
0.8253,70.6741,1.6888,,,
0.8254,70.6766,1.6894,,,
0.8255,70.679,1.6899,,,
0.8256,70.6814,1.6905,,,
0.8257,70.6838,1.6911,,,
0.8258,70.6862,1.6917,,,
0.8259,70.6886,1.6922,,,
0.826,70.691,1.6928,,,
0.8261,70.6934,1.6934,,,
0.8262,70.6957,1.6939,,,
0.8263,70.6981,1.6945,,,
0.8264,70.7005,1.695,,,
0.8265,70.7028,1.6956,,,
0.8266,70.7051,1.6962,,,
0.8267,70.7075,1.6967,,,
0.8268,70.7098,1.6973,,,
0.8269,70.7121,1.6978,,,
