时间(微秒),基波幅值(有效值)/V,基波相角/rad,基波频率/Hz, ,谐波频率/Hz,谐波幅值(有效值)/V
175937.5,59.8562,2.0262,49.9764,,,
176093.75,59.8561,2.0261,49.9768,,,
176250,59.8559,2.0259,49.9772,,,
176406.25,59.8558,2.0258,49.9775,,,
176562.5,59.8557,2.0256,49.9778,,,
176718.75,59.8556,2.0255,49.978,,,
176875,59.8556,2.0254,49.9782,,,
177031.25,59.8555,2.0253,49.9784,,,
177187.5,59.8555,2.0251,49.9785,,,
177343.75,59.8554,2.025,49.9785,,,
177500,59.8554,2.025,49.9785,,,
177656.25,59.8554,2.0249,49.9784,,,
177812.5,59.8555,2.0248,49.9783,,,
177968.75,59.8555,2.0248,49.9782,,,
178125,59.8556,2.0247,49.9779,,,
178281.25,59.8556,2.0247,49.9777,,,
178437.5,59.8557,2.0247,49.9773,,,
178593.75,59.8558,2.0247,49.977,,,
178750,59.8559,2.0247,49.9766,,,
178906.25,59.8561,2.0247,49.9762,,,
179062.5,59.8562,2.0247,49.9757,,,
179218.75,59.8563,2.0248,49.9752,,,
179375,59.8565,2.0248,49.9747,,,
179531.25,59.8566,2.0249,49.9742,,,
179687.5,59.8567,2.0249,49.9736,,,
179843.75,59.8569,2.025,49.9731,,,
180000,59.857,2.0251,49.9725,,,
180156.25,59.8571,2.0252,49.972,,,
180312.5,59.8573,2.0252,49.9714,,,
180468.75,59.8574,2.0253,49.9709,,,
180625,59.8575,2.0254,49.9704,,,
180781.25,59.8576,2.0255,49.9699,,,
180937.5,59.8576,2.0256,49.9695,,,
181093.75,59.8577,2.0257,49.969,,,
181250,59.8577,2.0258,49.9686,,,
181406.25,59.8578,2.0259,49.9683,,,
181562.5,59.8578,2.0259,49.968,,,
181718.75,59.8578,2.026,49.9677,,,
181875,59.8577,2.0261,49.9675,,,
182031.25,59.8577,2.0261,49.9673,,,
182187.5,59.8576,2.0262,49.9672,,,
182343.75,59.8575,2.0262,49.9671,,,
182500,59.8573,2.0263,49.9671,,,
182656.25,59.8572,2.0263,49.9672,,,
182812.5,59.857,2.0263,49.9673,,,
182968.75,59.8568,2.0263,49.9674,,,
183125,59.8566,2.0263,49.9676,,,
183281.25,59.8563,2.0262,49.9678,,,
183437.5,59.8561,2.0262,49.9681,,,
183593.75,59.8558,2.0262,49.9684,,,
183750,59.8555,2.0261,49.9688,,,
183906.25,59.8552,2.026,49.9692,,,
184062.5,59.8548,2.0259,49.9696,,,
184218.75,59.8545,2.0258,49.97,,,
184375,59.8541,2.0257,49.9705,,,
184531.25,59.8538,2.0256,49.971,,,
184687.5,59.8534,2.0255,49.9715,,,
184843.75,59.853,2.0254,49.972,,,
185000,59.8526,2.0253,49.9725,,,
185156.25,59.8523,2.0251,49.973,,,
185312.5,59.8519,2.025,49.9735,,,
185468.75,59.8515,2.0248,49.974,,,
185625,59.8511,2.0247,49.9745,,,
185781.25,59.8507,2.0245,49.9749,,,
185937.5,59.8504,2.0244,49.9753,,,
186093.75,59.85,2.0242,49.9757,,,
186250,59.8497,2.0241,49.9761,,,
186406.25,59.8493,2.024,49.9764,,,
186562.5,59.849,2.0238,49.9766,,,
186718.75,59.8487,2.0237,49.9768,,,
186875,59.8484,2.0236,49.977,,,
187031.25,59.8482,2.0235,49.9771,,,
187187.5,59.8479,2.0234,49.9772,,,
187343.75,59.8477,2.0233,49.9772,,,
187500,59.8475,2.0232,49.9771,,,
187656.25,59.8473,2.0231,49.977,,,
187812.5,59.8471,2.0231,49.9769,,,
187968.75,59.8469,2.023,49.9767,,,
188125,59.8468,2.023,49.9764,,,
188281.25,59.8467,2.023,49.9761,,,
188437.5,59.8465,2.0229,49.9758,,,
188593.75,59.8465,2.0229,49.9754,,,
188750,59.8464,2.023,49.9749,,,
188906.25,59.8463,2.023,49.9745,,,
189062.5,59.8462,2.023,49.974,,,
189218.75,59.8462,2.0231,49.9735,,,
189375,59.8462,2.0231,49.9729,,,
189531.25,59.8461,2.0232,49.9724,,,
189687.5,59.8461,2.0232,49.9718,,,
189843.75,59.8461,2.0233,49.9712,,,
190000,59.8461,2.0234,49.9706,,,
190156.25,59.8461,2.0235,49.9701,,,
190312.5,59.846,2.0236,49.9695,,,
190468.75,59.846,2.0237,49.969,,,
190625,59.846,2.0238,49.9684,,,
190781.25,59.8459,2.0239,49.9679,,,
190937.5,59.8459,2.0239,49.9675,,,
191093.75,59.8458,2.024,49.967,,,
191250,59.8457,2.0241,49.9666,,,
191406.25,59.8457,2.0242,49.9663,,,
191562.5,59.8456,2.0243,49.9659,,,
191718.75,59.8455,2.0244,49.9657,,,
191875,59.8453,2.0244,49.9654,,,
192031.25,59.8452,2.0245,49.9653,,,
192187.5,59.845,2.0245,49.9651,,,
192343.75,59.8448,2.0246,49.9651,,,
192500,59.8447,2.0246,49.9651,,,
192656.25,59.8444,2.0246,49.9651,,,
192812.5,59.8442,2.0246,49.9652,,,
192968.75,59.844,2.0246,49.9653,,,
193125,59.8437,2.0246,49.9655,,,
193281.25,59.8435,2.0246,49.9658,,,
193437.5,59.8432,2.0246,49.9661,,,
193593.75,59.8429,2.0245,49.9664,,,
193750,59.8426,2.0244,49.9668,,,
193906.25,59.8423,2.0244,49.9672,,,
194062.5,59.842,2.0243,49.9677,,,
194218.75,59.8416,2.0242,49.9681,,,
194375,59.8413,2.0241,49.9686,,,
194531.25,59.841,2.024,49.9692,,,
194687.5,59.8406,2.0238,49.9697,,,
194843.75,59.8403,2.0237,49.9702,,,
195000,59.84,2.0236,49.9708,,,
195156.25,59.8397,2.0234,49.9713,,,
195312.5,59.8393,2.0233,49.9719,,,
195468.75,59.839,2.0231,49.9724,,,
195625,59.8387,2.023,49.9729,,,
195781.25,59.8385,2.0228,49.9734,,,
195937.5,59.8382,2.0226,49.9739,,,
196093.75,59.838,2.0225,49.9743,,,
196250,59.8377,2.0223,49.9747,,,
196406.25,59.8375,2.0222,49.975,,,
196562.5,59.8373,2.022,49.9754,,,
196718.75,59.8372,2.0219,49.9756,,,
196875,59.837,2.0218,49.9759,,,
197031.25,59.8369,2.0217,49.976,,,
197187.5,59.8368,2.0215,49.9762,,,
197343.75,59.8367,2.0214,49.9762,,,
197500,59.8367,2.0213,49.9763,,,
197656.25,59.8367,2.0213,49.9762,,,
197812.5,59.8367,2.0212,49.9761,,,
197968.75,59.8367,2.0211,49.976,,,
198125,59.8368,2.0211,49.9758,,,
198281.25,59.8368,2.021,49.9756,,,
198437.5,59.8369,2.021,49.9753,,,
198593.75,59.8371,2.021,49.975,,,
198750,59.8372,2.021,49.9747,,,
198906.25,59.8374,2.021,49.9743,,,
199062.5,59.8375,2.021,49.9738,,,
199218.75,59.8377,2.021,49.9734,,,
199375,59.8379,2.0211,49.9729,,,
199531.25,59.8381,2.0211,49.9725,,,
199687.5,59.8384,2.0212,49.972,,,
199843.75,59.8386,2.0212,49.9715,,,
200000,59.8388,2.0213,49.971,,,
200156.25,59.8391,2.0214,49.9705,,,
200312.5,59.8393,2.0215,49.97,,,
200468.75,59.8396,2.0215,49.9695,,,
200625,59.8398,2.0216,49.9691,,,
200781.25,59.8401,2.0217,49.9687,,,
200937.5,59.8403,2.0218,49.9683,,,
201093.75,59.8405,2.0219,49.9679,,,
201250,59.8407,2.0219,49.9676,,,
201406.25,59.8409,2.022,49.9673,,,
201562.5,59.8411,2.0221,49.9671,,,
201718.75,59.8413,2.0221,49.9669,,,
201875,59.8415,2.0222,49.9667,,,
202031.25,59.8416,2.0222,49.9666,,,
202187.5,59.8418,2.0223,49.9666,,,
202343.75,59.8419,2.0223,49.9666,,,
202500,59.842,2.0223,49.9666,,,
202656.25,59.8421,2.0223,49.9667,,,
202812.5,59.8422,2.0223,49.9669,,,
202968.75,59.8422,2.0223,49.9671,,,
203125,59.8423,2.0223,49.9674,,,
203281.25,59.8423,2.0222,49.9677,,,
203437.5,59.8423,2.0222,49.9681,,,
203593.75,59.8424,2.0221,49.9685,,,
203750,59.8424,2.022,49.9689,,,
203906.25,59.8424,2.0219,49.9694,,,
204062.5,59.8423,2.0218,49.9699,,,
204218.75,59.8423,2.0217,49.9704,,,
204375,59.8423,2.0216,49.971,,,
204531.25,59.8423,2.0215,49.9716,,,
204687.5,59.8422,2.0214,49.9722,,,
